product_id,name,price,brand_fid,category_fid,sub_cat_fid,stock,description,features,image,tags,timestamp
1265,Michelin Sport Version Brakes,7000,28,5,13,34,Dependable brakes engineered for professional riders applications. Setting new standards in motorcycle gear.,Precision engineering! Long service life! Direct bolt-on installation! Performance-oriented! Easy installation,michelin_sport_version_brakes.jpg,"michelin, performance, sport, brakes, racing",25-07-06 00:45:58
1266,Kavach Touring Denim Advanced Jacket,106000,31,4,2,25,Versatile jackets combining Temperature-Regulated with CE Level 2. Built to exceed industry standards.,Impact-resistant panels! Adjustable fit system! Waterproof membrane! Multiple pockets! Reflective elements! Easy-care materials! Breathable panels! Thermal insulation,kavach_touring_denim_advanced_jacket.jpg,"kavach, jackets, long-distance, touring, comfort",24-10-12 03:34:53
1267,Motowolf Pro Carbon Gloves,45500,33,4,10,46,Premium gloves designed for enthusiasts with superior comfort. Built to exceed industry standards.,Impact-resistant panels! Temperature regulation! Thermal insulation! Reflective elements,motowolf_pro_carbon_gloves.jpg,"carbon-fiber, gloves, premium, lightweight, motowolf",25-04-13 23:11:28
1268,Kadoya Sport Gloves,18500,20,4,10,66,Quality gloves built with Titanium for reliable Aerodynamic. Where innovation meets performance.,CE Level 2 armor! Breathable panels! Ventilation zippers! Easy-care materials! Wind-resistant construction,kadoya_sport_gloves.jpg,"gloves, performance, sport, kadoya, racing",25-05-22 05:35:11
1269,LS2 Speed Phoenix Racing,106000,3,2,1,3,Engineered with precision using Polycarbonate for uncompromising Aerodynamic. Trusted by riders worldwide.,DOT certified construction! Hypoallergenic liner! Racing-inspired fit! Bluetooth compatible! Wind tunnel tested,ls2_speed_phoenix_racing.jpg,"ls2, performance, sport, full-face, racing",25-01-03 13:13:57
1270,Dainese Racing Perforated Gloves,18000,30,4,10,28,Premium gloves designed for professional riders with reliable operation. Setting new standards in motorcycle gear.,CE Level 2 armor! Temperature regulation! Ventilation zippers! Multiple pockets! Abrasion-resistant materials! Waterproof membrane,dainese_racing_perforated_gloves.jpg,"gloves, performance, sport, dainese, racing",24-08-17 15:24:32
1271,Axor Low-Profile Collection,22500,4,2,4,54,Advanced half helmet incorporating Titanium and Tech-Air for superior Track-Proven. Trusted by riders worldwide.,DOT certified construction! Comfortable padding! Aerodynamic design! Advanced composite shell,axor_low-profile_collection.jpg,"axor, half-helmet",25-05-16 09:26:14
1272,Kadoya Classic Model Trousers,19500,20,4,8,62,Affordable trousers offering essential High-Performance features. Built to exceed industry standards.,Back protector compatible! Breathable panels! Wind-resistant construction! Packable design,kadoya_classic_model_trousers.jpg,"kadoya, trousers",25-05-03 18:21:01
1273,AGV Jet Series,16500,1,2,4,94,Entry-level half helmet providing reliable Competition-Spec. Engineered for the modern rider.,Multi-density EPS liner! Comfortable padding! Quick-release visor! Pinlock ready! Anti-fog visor system,agv_jet_series.jpg,"half-helmet, agv",25-03-20 14:38:55
1274,Motul Standard Version Suspension,19500,24,5,16,64,Budget-friendly suspension with Temperature-Regulated design. Built to exceed industry standards.,Reduced weight! Corrosion-resistant finish! Easy installation! Quality-tested components! Universal fitment,motul_standard_version_suspension.jpg,"suspension, motul",25-05-13 13:27:20
1275,Arai X Phoenix Anniversary,28500,9,2,1,4,Budget-friendly full face with Waterproof design. Engineered for the modern rider.,ECE 22.06 approved! Moisture-wicking interior! Quick-release visor! Pinlock ready! Aerodynamic design,arai_x_phoenix_anniversary.jpg,"arai, full-face",24-08-30 17:32:00
1276,Kavach Racing Hybrid Premium Jacket,105500,31,4,2,52,Advanced jackets incorporating Polycarbonate and ECE for superior Street-Legal. Engineered for the modern rider.,Back protector compatible! Ergonomic design! Wind-resistant construction! Multiple pockets! Temperature regulation,kavach_racing_hybrid_premium_jacket.jpg,"kavach, jackets, performance, sport, racing",24-10-29 11:27:46
1277,ScorpionEXO Standard Edition Modular,7500,34,2,20,82,Budget-friendly modular with Moisture-Wicking design. Built to exceed industry standards.,ECE 22.06 approved! Hypoallergenic liner! Wind tunnel tested! UV protection,scorpionexo_standard_edition_modular.jpg,"scorpionexo, modular",24-12-19 23:21:53
1278,O'neal Pro Leather Gloves,4500,21,4,10,3,Engineered with precision using Carbon Fiber for uncompromising Street-Legal. Setting new standards in motorcycle gear.,Abrasion-resistant materials! Moisture-wicking lining! Wind-resistant construction! Multiple pockets! Impact-resistant panels,oneal_pro_leather_gloves.jpg,"leather, gloves, premium, durable, o'neal",25-02-25 21:03:58
1279,ScorpionEXO Retro Matte,8500,34,2,4,2,Budget-friendly half helmet with Ergonomic design. Trusted by riders worldwide.,Impact-resistant shell! Anti-fog visor system! Lightweight construction! Advanced composite shell! Racing-inspired fit! Comfortable padding,scorpionexo_retro_matte.jpg,"half-helmet, scorpionexo",24-12-08 00:24:02
1280,ScorpionEXO Premium Collection Modular,28000,34,2,20,64,Advanced modular incorporating Polycarbonate and FIM for superior Street-Legal. Built to exceed industry standards.,Impact-resistant shell! Adjustable ventilation! Lightweight construction! UV protection,scorpionexo_premium_collection_modular.jpg,"scorpionexo, modular",24-11-21 10:57:34
1281,Motowolf Touring Carbon Boots,94500,33,4,9,1,Advanced boots & shoes incorporating Composite and Pinlock for superior Aerodynamic. Setting new standards in motorcycle gear.,Impact-resistant panels! Ergonomic design! All-weather performance! Quick-dry technology! Reinforced stress points! Packable design,motowolf_touring_carbon_boots.jpg,"carbon-fiber, touring, long-distance, premium, lightweight, boots-&-shoes, comfort, motowolf",25-06-11 04:29:37
1282,Yoshimura Advanced Collection Handlebars,23500,26,5,12,0,Well-crafted handlebars featuring superior comfort and Ergonomic. Engineered for the modern rider.,Enhanced power output! Long service life! Easy installation! Quality-tested components! Advanced materials! Corrosion-resistant finish,yoshimura_advanced_collection_handlebars.jpg,"yoshimura, handlebars",25-01-07 09:30:29
1283,TR Tiger Racing Hybrid Jacket,73500,32,4,2,0,Advanced jackets incorporating Thermoplastic and Anti-Fog for superior Street-Legal. Where innovation meets performance.,Abrasion-resistant materials! Adjustable fit system! All-weather performance! Easy-care materials! Ergonomic design! Temperature regulation,tr_tiger_racing_hybrid_jacket.jpg,"tr tiger, jackets, performance, sport, racing",25-07-04 14:54:15
1284,ProTaper Competition Tuned System,116500,16,5,17,72,Advanced exhausts incorporating Kevlar and Tech-Air for superior Competition-Spec. Trusted by riders worldwide.,Improved efficiency! Corrosion-resistant finish! Multi-bike compatibility! Advanced materials! Universal fitment,protaper_competition_tuned_system.jpg,"exhausts, protaper",24-08-14 13:40:38
1285,Axor Factor Fiber,51500,4,2,5,1,Basic motocross designed for enthusiasts with reliable operation. Built to exceed industry standards.,Impact-resistant shell! Anti-fog visor system! Wind tunnel tested! Anti-scratch coating! Racing-inspired fit! Quick-release visor,axor_factor_fiber.jpg,"axor, motocross",25-05-22 10:53:21
1286,ScorpionEXO K Vortex Carbon,129500,34,2,1,43,Engineered with precision using Polycarbonate for uncompromising Lightweight. Setting new standards in motorcycle gear.,Impact-resistant shell! Adjustable ventilation! Racing-inspired fit! UV protection! Wind tunnel tested! Quick-release visor! Aerodynamic design,scorpionexo_k_vortex_carbon.jpg,"carbon-fiber, lightweight, premium, full-face, scorpionexo",24-09-01 16:36:05
1287,ProTaper Sport Titanium System,405500,16,5,17,74,Advanced exhausts incorporating Polycarbonate and Bluetooth Ready for superior Aerodynamic. Setting new standards in motorcycle gear.,Precision engineering! Quality construction! Direct bolt-on installation! Computer-aided design! Corrosion-resistant finish,protaper_sport_titanium_system.jpg,"protaper, performance, lightweight, premium, sport, titanium, exhausts, racing",25-07-30 22:20:07
1288,Alpinestars Performance Hybrid Jacket,86000,7,4,2,23,Well-crafted jackets featuring maximum protection and Ventilated. Trusted by riders worldwide.,Reinforced stress points! Temperature regulation! All-weather performance! Quick-dry technology! Back protector compatible! Multiple pockets,alpinestars_performance_hybrid_jacket.jpg,"jackets, alpinestars",25-01-06 13:19:21
1289,Motowolf Pro Elite Suit,269500,33,4,7,50,Professional-grade motorcycle suits featuring MIPS and Temperature-Regulated. Engineered for the modern rider.,CE Level 2 armor! Moisture-wicking lining! Ventilation zippers! Reflective elements! Adjustable fit system! Temperature regulation,motowolf_pro_elite_suit.jpg,"motorcycle-suits, motowolf",25-05-27 08:50:36
1290,Motowolf GP Leather Gloves,25000,33,4,10,0,Basic gloves designed for daily commuters with enhanced performance. Trusted by riders worldwide.,Abrasion-resistant materials! Ergonomic design! Thermal insulation! Packable design! Breathable panels,motowolf_gp_leather_gloves.jpg,"leather, gloves, premium, durable, motowolf",24-09-18 10:52:49
1291,Rynox Prime Tech-Air Edition Jacket,253000,29,4,2,77,Basic jackets designed for track riders with superior comfort. Setting new standards in motorcycle gear.,Reinforced stress points! Temperature regulation! Waterproof membrane! Easy-care materials,rynox_prime_tech-air_edition_jacket.jpg,"technology, jackets, safety, rynox, advanced",25-02-15 16:34:59
1292,Motul Racing Radial,45500,24,5,18,94,Advanced tyres incorporating Magnesium and FIM for superior Aerodynamic. Engineered for the modern rider.,Reduced weight! High-temperature stability! OEM replacement! Computer-aided design! Corrosion-resistant finish! Performance-oriented,motul_racing_radial.jpg,"tyres, performance, sport, racing, motul",24-10-02 00:49:10
1293,Motowolf Race Tech-Air Suit,306000,33,4,7,32,Basic motorcycle suits designed for daily commuters with superior comfort. Engineered for the modern rider.,Abrasion-resistant materials! Moisture-wicking lining! Ventilation zippers! Quick-dry technology! Easy-care materials,motowolf_race_tech-air_suit.jpg,"technology, safety, advanced, motorcycle-suits, motowolf",24-08-25 02:50:57
1294,AGV Phoenix MIPS Edition,51500,1,2,1,8,Budget-friendly full face with Ventilated design. Engineered for the modern rider.,Impact-resistant shell! Comfortable padding! Aerodynamic design! Anti-scratch coating! DOT certified construction,agv_phoenix_mips_edition.jpg,"technology, safety, advanced, full-face, agv",25-07-15 01:15:05
1295,Axor Premium Model Modular,25000,4,2,20,90,Premium modular designed for track riders with reliable operation. Trusted by riders worldwide.,Impact-resistant shell! Anti-fog visor system! Aerodynamic design! Anti-scratch coating! Wind tunnel tested,axor_premium_model_modular.jpg,"axor, modular",25-03-18 04:33:01
1296,O'neal Performance Mesh Jacket,60000,21,4,2,3,Dependable jackets engineered for professional riders applications. Built to exceed industry standards.,Abrasion-resistant materials! Ergonomic design! Thermal insulation! Easy-care materials,oneal_performance_mesh_jacket.jpg,"jackets, o'neal",25-07-13 09:04:41
1297,Rynox Touring Pro Gloves,11000,29,4,10,17,Premium gloves designed for professional riders with superior comfort. Trusted by riders worldwide.,Back protector compatible! Ergonomic design! Ventilation zippers! Reflective elements,rynox_touring_pro_gloves.jpg,"gloves, touring, long-distance, rynox, comfort",24-10-10 06:50:12
1298,LS2 V3 Carbon,46500,3,2,5,73,Professional-grade motocross featuring Tech-Air and Moisture-Wicking. Setting new standards in motorcycle gear.,ECE 22.06 approved! Comfortable padding! Aerodynamic design! Bluetooth compatible! Anti-scratch coating,ls2_v3_carbon.jpg,"carbon-fiber, motocross, ls2, lightweight, premium",25-04-20 04:32:23
1299,Kavach Classic Model Trousers,15500,31,4,8,25,Basic trousers designed for enthusiasts with maximum protection. Trusted by riders worldwide.,Impact-resistant panels! Adjustable fit system! Ventilation zippers! Packable design! Breathable panels! Reinforced stress points,kavach_classic_model_trousers.jpg,"kavach, trousers",24-10-27 18:08:05
1300,Kavach Commuter Ventilated Jacket,87000,31,4,2,3,Affordable jackets offering essential Street-Legal features. Built to exceed industry standards.,CE Level 2 armor! Breathable panels! Wind-resistant construction! Reflective elements! Adjustable fit system,kavach_commuter_ventilated_jacket.jpg,"kavach, jackets",25-03-07 18:21:14
1301,TR Tiger Street Denim Premium Jacket,60500,32,4,2,17,Professional-grade jackets featuring Quick Release and Waterproof. Engineered for the modern rider.,Impact-resistant panels! Moisture-wicking lining! Ventilation zippers! Multiple pockets! Reflective elements,tr_tiger_street_denim_premium_jacket.jpg,"street, tr tiger, commuter, daily, jackets",25-03-29 14:59:04
1302,Akrapovic Classic Version Motorcycle Lights,7000,8,5,14,82,Basic motorcycle lights designed for professional riders with reliable operation. Engineered for the modern rider.,Reduced weight! Corrosion-resistant finish! Universal fitment! Quality-tested components! Performance-oriented! Long service life,akrapovic_classic_version_motorcycle_lights.jpg,"motorcycle-lights, akrapovic",25-06-14 09:33:27
1303,K-Tech Sport Tubeless,32500,25,5,18,2,Quality tyres built with Carbon Fiber for reliable Lightweight. Setting new standards in motorcycle gear.,Reduced weight! Corrosion-resistant finish! Direct bolt-on installation! Advanced materials! Multi-bike compatibility! High-temperature stability,k-tech_sport_tubeless.jpg,"technology, tyres, performance, safety, sport, advanced, k-tech, racing",24-11-20 09:15:23
1304,K-Tech Advanced Version Brakes,24000,25,5,13,3,Dependable brakes engineered for enthusiasts applications. Where innovation meets performance.,Precision engineering! Corrosion-resistant finish! Easy installation! Precision manufacturing,k-tech_advanced_version_brakes.jpg,"technology, safety, advanced, k-tech, brakes",25-07-02 21:26:32
1305,ProTaper Advanced Model Brakes,30000,16,5,13,32,Premium brakes designed for track riders with maximum protection. Trusted by riders worldwide.,Optimized flow dynamics! Quality construction! OEM replacement! Computer-aided design! Advanced materials,protaper_advanced_model_brakes.jpg,"protaper, brakes",25-02-19 11:23:56
1306,Kavach Elite Tech-Air Collection Jacket,106500,31,4,2,0,Advanced jackets incorporating Magnesium and Anti-Fog for superior Professional. Setting new standards in motorcycle gear.,Reinforced stress points! Temperature regulation! Thermal insulation! Multiple pockets! Adjustable fit system! Abrasion-resistant materials! Back protector compatible,kavach_elite_tech-air_collection_jacket.jpg,"technology, kavach, jackets, safety, advanced",24-10-25 17:46:58
1307,Motowolf Prime Knox Series Jacket,54500,33,4,2,0,Affordable jackets offering essential Lightweight features. Where innovation meets performance.,Reinforced stress points! Breathable panels! All-weather performance! Multiple pockets! Thermal insulation! Abrasion-resistant materials,motowolf_prime_knox_series_jacket.jpg,"jackets, motowolf",25-02-16 06:24:20
1308,HJC Racing Ultra Tech,90500,5,2,1,40,Engineered with precision using Magnesium for uncompromising Competition-Spec. Where innovation meets performance.,DOT certified construction! Anti-fog visor system! Racing-inspired fit! Bluetooth compatible! Adjustable ventilation! Pinlock ready,hjc_racing_ultra_tech.jpg,"technology, hjc, performance, safety, sport, full-face, advanced, racing",25-05-25 01:33:31
1309,ScorpionEXO Jet Collection,16500,34,2,4,72,Budget-friendly half helmet with Moisture-Wicking design. Setting new standards in motorcycle gear.,Emergency cheek pad removal! Hypoallergenic liner! Wind tunnel tested! UV protection,scorpionexo_jet_collection.jpg,"half-helmet, scorpionexo",24-12-18 21:57:44
1310,O'neal Sport Series Trousers,47500,21,4,8,5,Well-crafted trousers featuring maximum protection and Ventilated. Setting new standards in motorcycle gear.,Abrasion-resistant materials! Temperature regulation! Waterproof membrane! Packable design,oneal_sport_series_trousers.jpg,"trousers, performance, sport, o'neal, racing",25-02-28 21:15:16
1311,Airoh Pro Version Modular,21000,6,2,20,43,Advanced modular incorporating Thermoplastic and SNELL for superior Competition-Spec. Setting new standards in motorcycle gear.,ECE 22.06 approved! Adjustable ventilation! Lightweight construction! Advanced composite shell! Quick-release visor,airoh_pro_version_modular.jpg,"airoh, modular",24-09-22 23:09:47
1312,Bell Corsair-Max Special,9500,15,2,1,58,Affordable full face offering essential Lightweight features. Where innovation meets performance.,Emergency cheek pad removal! Comfortable padding! Lightweight construction! Anti-scratch coating! Adjustable ventilation! Aerodynamic design,bell_corsair-max_special.jpg,"bell, full-face",25-04-20 06:14:24
1313,Rynox Competition Kangaroo Suit,273000,29,4,7,21,Budget-friendly motorcycle suits with Breathable design. Built to exceed industry standards.,Back protector compatible! Temperature regulation! Waterproof membrane! Packable design! Abrasion-resistant materials! CE Level 2 armor! Multiple pockets,rynox_competition_kangaroo_suit.jpg,"rynox, motorcycle-suits",24-09-14 20:44:17
1314,Kadoya Performance Leather Jacket,130000,20,4,2,91,Versatile jackets combining Anti-Bacterial with Bluetooth Ready. Where innovation meets performance.,Reinforced stress points! Breathable panels! All-weather performance! Packable design! Moisture-wicking lining! Adjustable fit system! Multiple pockets,kadoya_performance_leather_jacket.jpg,"leather, jackets, premium, durable, kadoya",25-01-26 18:25:28
1315,ScorpionEXO Dirt Pro,98000,34,2,5,5,Advanced motocross incorporating Aramid and MIPS for superior High-Performance. Setting new standards in motorcycle gear.,DOT certified construction! Comfortable padding! Lightweight construction! UV protection! Quick-release visor,scorpionexo_dirt_pro.jpg,"scorpionexo, motocross",24-09-21 06:56:46
1316,AGV K Nexus Carbon,72500,1,2,1,2,Advanced full face incorporating Fiberglass and MIPS for superior Track-Proven. Built to exceed industry standards.,Emergency cheek pad removal! Moisture-wicking interior! Racing-inspired fit! Advanced composite shell! Anti-fog visor system! Bluetooth compatible,agv_k_nexus_carbon.jpg,"carbon-fiber, lightweight, premium, full-face, agv",25-04-05 22:44:26
1317,TR Tiger Sport Gloves,17000,32,4,10,17,Dependable gloves engineered for daily commuters applications. Where innovation meets performance.,Reinforced stress points! Breathable panels! Ventilation zippers! Quick-dry technology! Wind-resistant construction,tr_tiger_sport_gloves.jpg,"tr tiger, gloves, performance, sport, racing",25-05-12 19:44:33
1318,Kadoya Performance Kevlar Jacket,18000,20,4,2,3,Quality jackets built with Aramid for reliable Racing-Grade. Trusted by riders worldwide.,Impact-resistant panels! Temperature regulation! Ventilation zippers! Reflective elements! Back protector compatible,kadoya_performance_kevlar_jacket.jpg,"jackets, kadoya",25-04-14 23:41:12
1319,Shark Cruiser Gloss,9000,17,2,4,2,Basic half helmet designed for professional riders with superior comfort. Trusted by riders worldwide.,Emergency cheek pad removal! Moisture-wicking interior! Aerodynamic design! Advanced composite shell! UV protection! Comfortable padding,shark_cruiser_gloss.jpg,"half-helmet, shark",24-11-03 03:14:54
1320,Vesrah Oils & Lubricants Advanced,7000,18,5,15,5,Quality oils & lubricants built with ABS for reliable Track-Proven. Where innovation meets performance.,Optimized flow dynamics! Wear-resistant materials! Direct bolt-on installation! Computer-aided design,vesrah_oils__lubricants_advanced.jpg,"vesrah, oils-&-lubricants",25-05-19 10:36:56
1321,Rynox Tourer Ventilated Jacket,27500,29,4,2,64,Entry-level jackets providing reliable Track-Proven. Built to exceed industry standards.,Impact-resistant panels! Adjustable fit system! Waterproof membrane! Quick-dry technology! Ventilation zippers! Reflective elements! Thermal insulation,rynox_tourer_ventilated_jacket.jpg,"rynox, jackets",24-10-23 23:27:49
1322,Arai Enduro RS,19500,9,2,5,90,Budget-friendly motocross with Waterproof design. Trusted by riders worldwide.,Emergency cheek pad removal! Hypoallergenic liner! Quick-release visor! UV protection! Moisture-wicking interior! Wind tunnel tested,arai_enduro_rs.jpg,"arai, motocross",25-05-20 14:27:53
1323,LS2 Bobber Black,11500,3,2,4,1,Budget-friendly half helmet with Temperature-Regulated design. Trusted by riders worldwide.,Impact-resistant shell! Comfortable padding! Aerodynamic design! Anti-scratch coating! Quick-release visor,ls2_bobber_black.jpg,"ls2, half-helmet",25-02-21 10:01:00
1324,O'neal Racer Perforated Jacket,47000,21,4,2,88,Entry-level jackets providing reliable Track-Proven. Engineered for the modern rider.,Impact-resistant panels! Adjustable fit system! Waterproof membrane! Reflective elements,oneal_racer_perforated_jacket.jpg,"jackets, o'neal",25-03-07 11:51:45
1325,O'neal Elite Leather Boots,35500,21,4,9,0,Premium boots & shoes designed for professional riders with superior comfort. Built to exceed industry standards.,Abrasion-resistant materials! Temperature regulation! Waterproof membrane! Reflective elements! All-weather performance,oneal_elite_leather_boots.jpg,"leather, premium, durable, o'neal, boots-&-shoes",25-02-18 18:43:59
1326,HJC Enduro Pro,77000,5,2,5,11,Engineered with precision using Aluminum for uncompromising Track-Proven. Engineered for the modern rider.,Emergency cheek pad removal! Comfortable padding! Aerodynamic design! Pinlock ready! ECE 22.06 approved! Moisture-wicking interior,hjc_enduro_pro.jpg,"motocross, hjc",25-07-29 01:20:53
1327,MT Helmets Pro Composite,117000,22,2,5,59,Engineered with precision using Composite for uncompromising Aerodynamic. Where innovation meets performance.,Impact-resistant shell! Comfortable padding! Wind tunnel tested! Bluetooth compatible,mt_helmets_pro_composite.jpg,"motocross, mt helmets",25-04-21 08:57:29
1328,Alpinestars Racing CE Boots,23000,7,4,9,55,Premium boots & shoes designed for professional riders with maximum protection. Trusted by riders worldwide.,Abrasion-resistant materials! Adjustable fit system! Ventilation zippers! Multiple pockets! Wind-resistant construction,alpinestars_racing_ce_boots.jpg,"performance, sport, alpinestars, boots-&-shoes, racing",25-05-03 10:15:20
1329,Kadoya Racing Pro Boots,32500,20,4,9,15,Professional-grade boots & shoes featuring DOT and Anti-Bacterial. Built to exceed industry standards.,Back protector compatible! Temperature regulation! Waterproof membrane! Reflective elements! Adjustable fit system! Breathable panels,kadoya_racing_pro_boots.jpg,"performance, sport, kadoya, boots-&-shoes, racing",25-05-08 19:18:46
1330,Airoh VFX Pro,28500,6,2,5,1,Professional-grade motocross featuring Emergency Release and Temperature-Regulated. Setting new standards in motorcycle gear.,Impact-resistant shell! Adjustable ventilation! Quick-release visor! Bluetooth compatible! Anti-fog visor system! Anti-scratch coating! Multi-density EPS liner! Lightweight construction,airoh_vfx_pro.jpg,"airoh, motocross",25-04-12 13:28:00
1331,ProTaper Oils & Lubricants Pro,4500,16,5,15,0,Premium oils & lubricants designed for professional riders with superior comfort. Built to exceed industry standards.,Enhanced power output! Quality construction! Multi-bike compatibility! Advanced materials! Optimized flow dynamics! Quality-tested components,protaper_oils__lubricants_pro.jpg,"oils-&-lubricants, protaper",24-09-16 20:26:19
1332,Dainese Performance Gloves,7000,30,4,10,6,Well-crafted gloves featuring enhanced performance and Anti-Bacterial. Trusted by riders worldwide.,CE Level 2 armor! Moisture-wicking lining! Wind-resistant construction! Multiple pockets,dainese_performance_gloves.jpg,"gloves, dainese",25-02-08 21:54:27
1333,HJC Sport Collection Modular,6000,5,2,20,39,Dependable modular engineered for professional riders applications. Built to exceed industry standards.,ECE 22.06 approved! Moisture-wicking interior! Racing-inspired fit! Bluetooth compatible! Quick-release visor,hjc_sport_collection_modular.jpg,"hjc, performance, modular, sport, racing",24-11-13 21:43:20
1334,Akrapovic Mineral Street Oil,2500,8,5,15,4,Budget-friendly oils & lubricants with Hypoallergenic design. Trusted by riders worldwide.,Reduced weight! High-temperature stability! Easy installation! Precision manufacturing! Optimized flow dynamics,akrapovic_mineral_street_oil.jpg,"street, oils-&-lubricants, commuter, daily, akrapovic",24-12-22 18:17:01
1335,Kavach Pro Edition Goggles,33000,31,4,11,0,Professional-grade goggles featuring FIM and Temperature-Regulated. Engineered for the modern rider.,Abrasion-resistant materials! Temperature regulation! Wind-resistant construction! Quick-dry technology! Multiple pockets! Ergonomic design,kavach_pro_edition_goggles.jpg,"kavach, goggles",24-08-26 11:41:12
1336,Bell Elite Series Modular,22000,15,2,20,45,Premium modular designed for daily commuters with superior comfort. Where innovation meets performance.,Emergency cheek pad removal! Moisture-wicking interior! Aerodynamic design! Advanced composite shell! Bluetooth compatible,bell_elite_series_modular.jpg,"bell, modular",25-03-10 14:25:00
1337,Yoshimura Semi-Synthetic Touring Oil,11500,26,5,15,0,Basic oils & lubricants designed for daily commuters with superior comfort. Built to exceed industry standards.,Improved efficiency! Corrosion-resistant finish! Easy installation! Quality-tested components! Multi-bike compatibility,yoshimura_semi-synthetic_touring_oil.jpg,"oils-&-lubricants, touring, long-distance, yoshimura, comfort",25-03-15 03:10:55
1338,Vesrah Sport Edition Brakes,21000,18,5,13,1,Versatile brakes combining Moisture-Wicking with Quick Release. Setting new standards in motorcycle gear.,Optimized flow dynamics! Wear-resistant materials! OEM replacement! Advanced materials,vesrah_sport_edition_brakes.jpg,"vesrah, performance, sport, brakes, racing",25-05-25 05:51:27
1339,TR Tiger Track Kangaroo Suit,538000,32,4,7,78,Budget-friendly motorcycle suits with Ergonomic design. Built to exceed industry standards.,CE Level 2 armor! Temperature regulation! All-weather performance! Reflective elements! Abrasion-resistant materials! Breathable panels,tr_tiger_track_kangaroo_suit.jpg,"tr tiger, performance, sport, motorcycle-suits, racing",25-06-15 10:21:40
1340,Bridgestone Advanced Series Suspension,48000,27,5,16,52,Quality suspension built with Carbon Fiber for reliable Track-Proven. Engineered for the modern rider.,Optimized flow dynamics! Long service life! Easy installation! Performance-oriented! High-temperature stability,bridgestone_advanced_series_suspension.jpg,"suspension, bridgestone",25-02-03 11:06:12
1341,O'neal Commuter Ventilated Jacket,97000,21,4,2,97,Budget-friendly jackets with Ventilated design. Setting new standards in motorcycle gear.,Impact-resistant panels! Moisture-wicking lining! Thermal insulation! Reflective elements! Back protector compatible! Reinforced stress points! Multiple pockets,oneal_commuter_ventilated_jacket.jpg,"jackets, o'neal",25-06-27 11:18:04
1342,HJC Elite Dynamic Series,45500,5,2,1,2,Premium full face designed for daily commuters with reliable operation. Where innovation meets performance.,ECE 22.06 approved! Hypoallergenic liner! Wind tunnel tested! Pinlock ready! Emergency cheek pad removal! Adjustable ventilation,hjc_elite_dynamic_series.jpg,"full-face, hjc",25-06-23 08:11:29
1343,TR Tiger Advanced Version Masks,45500,32,4,19,75,Well-crafted masks featuring enhanced performance and Moisture-Wicking. Trusted by riders worldwide.,Abrasion-resistant materials! Adjustable fit system! All-weather performance! Packable design! Wind-resistant construction,tr_tiger_advanced_version_masks.jpg,"masks, tr tiger",25-04-16 09:32:03
1344,K-Tech Sport Collection Handlebars,39500,25,5,12,34,Quality handlebars built with ABS for reliable Track-Proven. Where innovation meets performance.,Precision engineering! Quality construction! OEM replacement! Precision manufacturing! Long service life! High-temperature stability,k-tech_sport_collection_handlebars.jpg,"technology, handlebars, performance, safety, sport, advanced, k-tech, racing",25-02-07 11:45:49
1345,O'neal Sport Textile Pro Jacket,49500,21,4,2,4,Engineered with precision using ABS for uncompromising Professional. Where innovation meets performance.,Back protector compatible! Breathable panels! Ventilation zippers! Packable design! Ergonomic design! All-weather performance! Multiple pockets,oneal_sport_textile_pro_jacket.jpg,"jackets, performance, sport, o'neal, racing",24-08-10 02:18:15
1346,Arai Premium Series Modular,7500,9,2,20,70,Advanced modular incorporating Polycarbonate and Quick Release for superior High-Performance. Trusted by riders worldwide.,Impact-resistant shell! Hypoallergenic liner! Aerodynamic design! Advanced composite shell,arai_premium_series_modular.jpg,"arai, modular",25-01-02 02:59:47
1347,ProTaper Racing Radial,20000,16,5,18,2,Professional-grade tyres featuring ECE and Ventilated. Setting new standards in motorcycle gear.,Precision engineering! Corrosion-resistant finish! Universal fitment! Performance-oriented! Quality construction! Multi-bike compatibility,protaper_racing_radial.jpg,"tyres, protaper, performance, sport, racing",25-07-22 10:25:45
1348,AGV Bowl Edition,18500,1,2,4,96,Affordable half helmet offering essential Racing-Grade features. Built to exceed industry standards.,Emergency cheek pad removal! Adjustable ventilation! Racing-inspired fit! Anti-scratch coating,agv_bowl_edition.jpg,"half-helmet, agv",24-12-17 09:44:27
1349,ProTaper Slip-On Titanium Elite Exhaust,331500,16,5,17,2,Professional-grade exhausts featuring FIM and Temperature-Regulated. Engineered for the modern rider.,Reduced weight! Long service life! Easy installation! Precision manufacturing! Advanced materials,protaper_slip-on_titanium_elite_exhaust.jpg,"protaper, lightweight, premium, titanium, exhausts",24-12-13 05:56:38
1350,Kadoya Elite Collection Trousers,67000,20,4,8,1,Engineered with precision using Composite for uncompromising Track-Proven. Built to exceed industry standards.,CE Level 2 armor! Moisture-wicking lining! Waterproof membrane! Reflective elements! Reinforced stress points,kadoya_elite_collection_trousers.jpg,"kadoya, trousers",24-11-23 21:07:03
1351,Axor Bowl Edition,11500,4,2,4,67,Affordable half helmet offering essential Track-Proven features. Engineered for the modern rider.,Impact-resistant shell! Moisture-wicking interior! Lightweight construction! Advanced composite shell! ECE 22.06 approved! Aerodynamic design,axor_bowl_edition.jpg,"axor, half-helmet",24-10-24 08:22:45
